titulo;categoria;macrocategoria;disponibles;precio_original;precio_oferta;porcentaje_descuento;autor;editorial;encuadernacion;peso_kg;largo;ancho;grosor;ano_edicion;paginas;descripcion;link;fecha_extraccion;volumen
encanto. ?donde esta bruno?;libros para jugar;libros infantiles;9;8900,0;6900,0;0,22;vv. aa.;planeta junior;rustico;0,091;24,0;17,0;0,5;2024,0;48,0;ENCANTO. ¿DONDE ESTA BRUNO?No se habla de Bruno, pero sabemos que está escondido en la casa de los Madrigal y en sus alrededores. ¿Puedes encontrarlo? Mientras buscas al resto de la familia, explora la casita y el maravilloso mundo de Encanto. ¡Y aquí no termina! Al final del libro hay una lista de objetos y personajes adicionales ocultos en cada escena.AdquieraENCANTO. ¿DONDE ESTA BRUNO?en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9789566232513-encanto-donde-esta-bruno/;2025-08-24;204,0
el pequeno libro para invertir como los profesionales;finanzas y banca;economia y negocios;2;26900,0;4900,0;0,82;pearl, joshua / rosenbaum, joshua;paidos;rustico;0,358;21,0;13,0;2,5;2023,0;376,0;EL PEQUEÑO LIBRO PARA INVERTIR COMO LOS PROFESIONALESUna guía práctica y accesible para mejorar nuestra cultura financiera y acertar con nuestro dineroHabrás notado que hay una infinidad de libros sobre inversiones en el mercado. Muchos de ellos fueron escritos por algunos de los mayores inversores del mundo. Entonces, ¿por qué deberías leer este libro?Las inversiones en acciones son ahora más frecuentes que nunca, ya sea directa o indirectamente a través de cuentas de corredores de bolsa, sociedades anónimas, fondos de inversión o planes de jubilación.A pesar de esto, la gran mayoría de los inversores individuales no tienen formación sobre cómo elegir esas acciones. Y, hasta ahora, no ha habido un recurso verdaderamente accesible y fácil de entender disponible para ayudarles.El pequeño libro para invertir como los profesionales ha sido escrito para llenar este vacío. Joshua Pearl y Joshua Rosenbaum, dos reconocidos inversores con una dilatada experiencia en el mundo de las finanzas, ofrecen un sistema de selección de valores cuya sencillez y accesibilidad son realmente únicas. Sirviéndose de ejemplos prácticos y modelos reales de Wall Street usados por los profesionales, Pearl y Rosenbaum te enseñan cómo escoger acciones paso a paso.AdquieraEL PEQUEÑO LIBRO PARA INVERTIR COMO LOS PROFESIONALESen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9786075693903-el-pequeno-libro-para-invertir-como-los-profesionales/;2025-08-24;682,5
codigo del trabajo edicion estudiantes 2020;codigos en general;derecho;1;13400,0;12000,0;0,1;vv. aa.;editorial juridica de chile;rustico;0,5;26,0;19,0;1,3;2020,0;332,0;CODIGO DEL TRABAJO EDICION ESTUDIANTES 2020CÓDIGO DEL TRABAJO EDICION ESTUDIANTES 2020, NO ACTUALIZADO.Vigésima octava Edición Oficial. Aprobada por Decreto Exento Nº 1897, del Ministerio de Justicia y Derechos Humanos. Apéndice actualizado al 15 de enero de 2020. Texto completo del Código del Trabajo, más un Apéndice con las siguientes normas complementarias especialmente seleccionadas para utilidad de los alumnos:Ley Nº 16.744, seguro social contra riesgos de accidentes del trabajo y enfermedades profesionales.Ley Nº 19.728, establece un seguro de desempleo.D.L. Nº 3.500, establece nuevo sistema de pensiones.D.F.L Nº 44, establece normas comunes para subsidios por incapacidad laboral de los trabajadores dependientes del sector privado.D.F.L Nº 90, establece régimen previsional de asignación por muerte.D.F.L Nº 150, sobre sistema único de prestaciones familiares y sistema de subsidios de cesantía para los trabajadores de los sectores privado y público.AdquieraCODIGO DEL TRABAJO EDICION ESTUDIANTES 2020en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9789561025561-codigo-del-trabajo-edicion-estudiantes-2020/;2025-08-24;642,2
una esposa ejemplar;novela;literatura novela;5;22900,0;15900,0;0,31;de cespedes, alba;seix barral;rustico;0,67;23,0;13,5;3,5;2023,0;648,0;"UNA ESPOSA EJEMPLARLa historia de un gran amor y de un crimen de la mano de una autora que constituye «un redescubrimiento único» (Die Zeit). Con epílogo de Elena Ferrante.«La historia de un gran amor y de un crimen»: así definió la propia autora esta novela. La narradora y protagonista es Alessandra Corteggiani, que en esta inolvidable obra evoca sus propias vivencias familiares y personales para transitar por la historia italiana de los años entre el fascismo, la Resistencia y la reconstrucción.Con una madre que se suicida por amor, Alessandra se niega a repetir ese destino pero será enviada por su padre a la casa de unos parientes en un remoto pueblo de Abruzzo con la esperanza de que haga suyo el “deber de sumisión”. Ella, en cambio, se vuelve cada vez más consciente de la cuestión femenina y está decidida a obtener para las mujeres el mismo respeto que reciben los hombres. El hecho crucial de su vida es enamorarse de Francesco, un carismático profesor antifascista con quien se casará; su amor está, sin embargo, destinado a un final trágico.Con el dramático contexto de la guerra de fondo, Alba de Céspedes compone una novela asombrosa por la variedad de situaciones, la precisión de los retratos, la riqueza de tonos. Un sofisticado juego de espejos del que emerge la conciencia de una mujer que, en un mundo cada vez más dominado por los hombres, consigue transformar la resignación en rebeldía.AdquieraUNA ESPOSA EJEMPLARen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.";https://feriachilenadellibro.cl/producto/9789566291169-una-esposa-ejemplar/;2025-08-24;1086,75
juego de ladrones;ficcion juvenil;libros juveniles;8;18000,0;10800,0;0,4;lewis, kayvion;molino;rustico;0,405;21,0;15,0;2,0;2024,0;336,0;JUEGO DE LADRONESRosalyn (Ross para los amigos) Quest es la hija adolescente de una legendaria familia de ladronescon una sola regla: no te les de nadie, a no ser que se apellide Quest. Atrapada en un mundo deriquezas y traiciones, está a punto de escaparse a la universidad cuando llega su invitación para elGambito de Ladrones: una compe&ción a veces mortal para los mejores ladrones aspirantes en laque al ganador se le concede un deseo. Cuando sus padres son secuestrados, Ross sabe que &eneque conseguir ese deseo para poder salvarlos. Para ganar deberá superar a todos sus astutoscompe&dores, incluyendo a su archienemiga, Noelia.AdquieraJUEGO DE LADRONESen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9788427238114-juego-de-ladrones/;2025-08-24;630,0
fuerte y suave;novela juvenil;libros juveniles;9;20000,0;12000,0;0,4;kiefer, lena;montena;rustico;0,58;21,0;14,0;3,5;2024,0;504,0;FUERTE Y SUAVELlega a nuestro catálogo la sucesora de Mona Kasten: Lena Kiefer. Una historia de amor, traiciones y misterio que demuestra que la sangre es más espesa que el agua.Cuando Helena Weston regresa a Nueva York, solo tiene un objetivo: restaurar la reputación de su hermana. Han pasado dos años y medio desde que Valerie y su gran amor Adam fueron encontrados muertos después de una noche de fiesta, y desde entonces la familia de Adam ha responsabilizado a Valerie por su trágica muerte. Solo Helena cree firmemente en la inocencia de su hermana, y hará todo lo que esté a su alcance para averiguar qué sucedió realmente. Pero, en su búsqueda de la verdad, Jessiah Coldwell, el hermano menor de Adam, se cruza en su camino.Helena sabe que debería odiar a Jess, pero no puede controlar sus sentimientos.AdquieraFUERTE Y SUAVEen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9789566184676-fuerte-y-suave/;2025-08-24;1029,0
ridicula;narrativa juvenil;libros juveniles;8;15900,0;1900,0;0,88;montoya, david;planeta editorial;rustico;0,215;21,0;18,0;13,5;2024,0;200,0;RIDICULA“A David Montoya le ha pasado de todo: se sobrepuso ante las burlas en la calle, les dio cara a los haters que intentaron incansablemente acosarlo en internet y logró encontrar la paz interna que gran parte de la infancia ansió… o al menos eso creía hasta que una tarde cualquiera leyó una publicación en redes sociales que lo cambiaría todo: “Casting para transformistas. Buscamos a la mejor drag de Santiago”.Inmediatamente se imaginó en un escenario repleto de luces, con una peluca inflada y tiesa de tanta laca, recibiendo un ramo de flores y siendo coronada al estilo de Cecilia Bolocco en el Miss Universo. Pero esta fantasía se vendría abajo al enterarse su madre de los nuevos planes de su hijo.Ridícula, el esperado regreso a las letras del querido creador de contenido que ha desafiado a internet, es una divertida –pero emotiva– novela de primeros encuentros y cuestionamientos. Una historia que, con aires de manifiesto, hará eco en toda una generación de jóvenes lectores que hoy no están dispuestos a encasillarse en los roles de género ni en el deber ser dictado por la sociedad. Un viaje hermoso a encontrar la mejor versión de sí mismo misme.”AdquieraRIDICULAen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9789564085272-ridicula/;2025-08-24;5103,0
captive;novela juvenil;libros juveniles;5;24900,0;17900,0;0,28;rivens, sarah;martinez roca;rustico;0,67;23,0;15,0;3,5;2024,0;608,0;CAPTIVEEL ÁNGELCuando mi madre murió, mi vida cambio por completo. Para ayudar a mi familia, me he visto envuelta en el oscuro mundo de la mafia. A pesar de las cosas terribles que he vivido, no estoy dispuesta a rendirme. Al menos, eso pensaba hasta que me obligaron a trabajar para Asher Scott. Es el jefe del clan Scott y la persona más horrible que he conocido… aunque mi corazón no siente lo mismo.EL DIABLOTodos piensan que soy la persona más fría que han conocido, pero no es fácil formar parte del despiadado mundo al que pertenezco. Desde que me pusieron al frente del negocio familiar, para proteger al clan Scott, juré que nunca me volvería a fiar de nadie. Y lo estaba consiguiendo…hasta que mis hermanos me obligaron a aceptar que Ella Collins trabajara para mí. Estar cerca de ella es peligroso.AdquieraCAPTIVEen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9789569995576-captive/;2025-08-24;1207,5
museo de las ausentes;feminismo y mujer;ciencias sociales;5;21900,0;15900,0;0,27;mauri, amanda;paidos;rustico;0,328;21,0;14,0;1,4;2024,0;264,0;MUSEO DE LAS AUSENTESEn la línea de autoras como Maggie Nelson y Rebecca Solnit, Amanda Mauri nos propone un texto duro, valiente y bello que reivindica la ética y estética del duelo para crear nuevas alianzas feministas. Amanda Mauri entiende la pérdida y el duelo como los dos pilares sobre los que se construye el género. Mediante un lenguaje rico en matices y lleno de sensibilidad, en Museo de las ausentes, la autora se sirve de casos testimoniales y de la cultura popular para reflexionar sobre los temas que le preocupan: los usos políticos del duelo por el feminismo, la posibilidad de subvertir el miedo a través del arte, la irreverencia y la comunidad, los legados de los movimientos sociales que han construido su resistencia a partir de la pérdida, y la importancia de la dimensión afectiva y psíquica del poder. Mauri teje una trenza que une ensayo, fabulación y testimonio para ampliar las fronteras del género literario y de la literatura sobre el género: un texto híbrido que gira en torno a un «centro secreto», un recuerdo traumático al que la autora regresa una y otra vez para cimentar sus ideas. Reflexiones sobre la memoria, el deseo, el dolor, la violencia y la escritura se superponen. El resultado es un trabajo lúcido y preciso, capaz de adentrarse en el horror y de narrarlo sin perder tensión literaria. Museo de las ausentes es un viaje circular, transitado por fantasmas, por sombras y, también, por repentinos fogonazos de luz.AdquieraMUSEO DE LAS AUSENTESen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9789566195870-museo-de-las-ausentes/;2025-08-24;411,59999999999997
la ultima funcion;narrativa espanola;otra literatura;3;25900,0;18900,0;0,27;landero, luis;tusquets editores;rustico;0,318;22,5;14,8;1,3;2024,0;224,0;LA ULTIMA FUNCIONUn grupo de amigos jubilados todavía recuerda la tarde de aquel domingo de enero de 1994 en que un Tito Gil maduro hizo su aparición en el bar restaurante del pueblo, en la Sierra de Madrid. Lo reconocieron por su prodigiosa voz. Regresaba a su lugar natal el afamado actor, el niño prodigio, la gran promesa teatral que parecía haber triunfado en los escenarios de la capital, o tal vez de medio mundo. Quizá en busca de notoriedad, Tito Gil no tardará en proponerles una gran representación colectiva con la que revitalizar el turismo y atraer a gente. Será la última oportunidad de evitar el despoblamiento paulatino. Nadie parece resistirse, pero necesitan a una gran actriz que le dé a él la réplica. En esas fechas, Paula, una mujer que ha visto aplastados sus sueños por la rutina laboral, toma el último tren en Atocha y despierta, sin saberlo, en la estación de un pueblo para ella desconocido. Bajo el sortilegio de un relato oral colectivo, en La última función Luis Landero vuelve a deleitarnos con la fascinación de una historia y de unos personajes que parecen salir de la bruma y tomar la escena para sentirse transformados. Una historia de amor inesperada, y un sinfín de personajes secundarios humorísticos y admirables que culminan en un magistral desenlace.AdquieraLA ULTIMA FUNCIONen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9789569961892-la-ultima-funcion/;2025-08-24;432,90000000000003
