titulo;categoria;macrocategoria;disponibles;precio_original;precio_oferta;porcentaje_descuento;autor;editorial;encuadernacion;peso_kg;largo;ancho;grosor;ano_edicion;paginas;descripcion;link;volumen
mil soles esplendidos;contemporanea;literatura contemporanea;2;15000,0;11250,0;0,25;hosseini, khaled;debolsillo;rustico;0,315;19,0;12,5;2,0;2024,0;411,0;MIL SOLES ESPLENDIDOSSuperando con creces el rotundo éxito de Cometas en el cielo, la segunda novela de Khaled Hosseini saltó de inmediato al primer puesto en todos los países donde se ha publicado. Nueva demostración del asombroso instinto narrativo del autor, el libro cuenta la historia de amistad entre dos mujeres cuyos destinos se entrelazan por obra del azar y de las convulsiones que ha sufrido Afganistán en los últimos treinta años.Hija ilegítima de un rico hombre de negocios, Mariam se cría con su madre en una modesta vivienda a las afueras de Herat. A los quince años, su vida cambia drásticamente cuando su padre la envía a Kabul a casarse con Rashid, un hosco zapatero treinta años mayor que ella. Casi dos décadas más tarde, Rashid encuentra en las calles de Kabul a Laila, una joven de quince años sin hogar. Cuando el zapatero le ofrece cobijo en su casa, que deberá compartir con Mariam, entre las dos mujeres se inicia una relación que acabará siendo tan profunda como la de dos hermanas, tan fuerte como la de madre e hija. Pese a la diferencia de edad y las distintas experiencias que la vida les ha deparado, la necesidad de afrontar las terribles circunstancias que las rodean, hará que Mariam y Laila vayan forjando un vínculo indestructible que les otorgará la fuerza necesaria para superar el miedo y dar cabida a la esperanza.AdquieraMIL SOLES ESPLENDIDOSen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9789877256925-mil-soles-esplendidos/;475,0
american gods;misterio y terror;literatura misterio y terror;5;15000,0;11250,0;0,25;gaiman, neil;rocabolsillo;rustico/bolsillo;0,425;19,0;12,5;3,0;2024,0;562,0;AMERICAN GODSDioses antiguos, héroes mitológicos y figuras legendarias se dan cita en la obra narrativa más importante del extraordinario Neil Gaiman. ¿Es que no hay nada sagrado? Días antes de salir de prisión, la mujer de Sombra, Laura, muere en un misterioso accidente de coche. Aturdido por el dolor, emprende el regreso a casa. En el avión, se encontrará con el enigmático señor Miércoles, que dice ser un refugiado de una guerra antigua, un dios y también el rey de América. Juntos se embarcan en un viaje extraño a través de los Estados Unidos, mientras una tormenta de dimensiones épicas amenaza con desencadenarse. Poco a poco descubriremos que Miércoles es una encarnación de Odín y que está reclutando viejos dioses, cuyos poderes han disminuido por el tiempo y la falta de creyentes, para participar en una guerra contra los nuevos dioses: aquellos que conforman la tecnología moderna.AdquieraAMERICAN GODSen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9789568883171-american-gods/;712,5
sepulcro de vaqueros;autores chilenos;literatura autores chilenos;7;13000,0;9750,0;0,25;bolano, roberto;debolsillo;rustico/bolsillo;0,17;19,0;12,5;1,0;2024,0;212,0;SEPULCRO DE VAQUEROSUna clave más del universo literario de Roberto Bolaño, uno de los escritores imprescindibles de la literatura contemporánea en español.“La vida da muchas vueltas, señor Belano, la aventura no termina nunca…”Escritor incansable, Roberto Bolaño se desenvuelve con igual maestría en las novelas de largo aliento que le han dado fama universal y en los relatos y novelas cortas. Este volumen incluye tres nouvelles ineditas -“Patria”, “Sepulcros de vaqueros” y “Comedia del horror de Francia”- en las que está presente lo mejor del genio literario del autor chileno: el Mal, la violencia, la historia, la literatura, la ironía, México, Chile, el amor, el suspense, la búsqueda… a lo que se suma alguno de sus personajes más celebres, como el ubicuo detective salvaje Arturo Belano.“Hablar de las novelas y los cuentos de Roberto Bolaño como fragmentarios resulta parcial, puesto que cada fragmento depende de una unidad en constante movimiento, en un verdadero proceso de creación que es al mismo tiempo consolidación de un universo. […] La imaginación desbordada, la intensidad de los sentimientos, la incisiva crítica, la febril actividad o los extraños personajes hacen de Sepulcros de vaqueros un libro enormemente atractivo y original.”AdquieraSEPULCRO DE VAQUEROSen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9788466375818-sepulcro-de-vaqueros/;237,5
cuentos de eva luna;autores chilenos;literatura autores chilenos;2;13000,0;9750,0;0,25;allende, isabel;debolsillo;rustico;0,205;19,5;12,5;1,5;2024,0;277,0;CUENTOS DE EVA LUNAAdquieraCUENTOS DE EVA LUNAen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9788466360777-cuentos-de-eva-luna/;365,625
odisea;clasicos universales;literatura clasicos universales;4;14000,0;10500,0;0,25;homero;penguin clasicos;rustico/bolsillo;0,355;19,0;12,5;2,5;2024,0;447,0;ODISEALa Odisea, una obra magna atribuida a Homero, es una epopeya que ha trascendido el tiempo para convertirse en un mito universal. Esta narrativa épica narra los periplos de Ulises, conocido en la cultura latina como Odiseo, quien tras una larga década de guerras, ofendió al dios Poseidón y fue condenado a deambular errante durante diez años más, sin lograr regresar a su añorado hogar en Ítaca. En esta travesía, Ulises enfrenta las más variadas adversidades, embarcándose en un viaje mítico que se ha consolidado como una lectura atemporal.A lo largo de la Odisea, se despliega un relato que sigue las huellas de Ulises desde la caída de Troya, y que plasma la habilidad de Homero para retratar de manera vívida la vida en el Mediterráneo hacia finales del 2000 a.C. Los mitos que se entrelazan en esta espléndida epopeya no solo han inspirado a innumerables autores de renombre, desde Virgilio hasta Joyce, sino que también han establecido a la Odisea como una piedra angular de la cultura universal.La presente edición, publicada por Penguin Classics, ofrece una notable traducción en verso de Fernando Gutiérrez, acompañada de un prólogo, una cuidada introducción y un cuerpo de notas preparado por el traductor y periodista Joan Casas. Además, se incluye un epílogo de la mano del poeta, ensayista y traductor José Ángel Valente, enriqueciendo aún más esta obra inmortal que continúa fascinando a lectores y eruditos por igual.AdquieraODISEAen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9789569687617-odisea/;593,75
romeo y julieta (edicion bilingue);clasicos universales;literatura clasicos universales;3;13000,0;9750,0;0,25;shakespeare, william;penguin clasicos;rustico/bolsillo;0,225;19,0;12,5;1,0;2024,0;264,0;ROMEO Y JULIETA (EDICION BILINGUE)El tiempo no ha cerrado las heridas de los Montesco y los Capuleto, dos familias de Verona enemistadas por antiguos pleitos cuyo origen ya casi nadie alcanza a recordar. Con el odio llegó la violencia, y con la violencia, las primeras víctimas inocentes. Pero del odio nació también el amor entre dos jóvenes predestinados a la desventura: Romeo y Julieta. La suya es una de las historias más populares de todos los tiempos, a la vez que su trágico desenlace se ha convertido en un hito de la literatura universal, «pues jamás hubo tan triste suceso como este de Julieta y de Romeo».Presentada en la extraordinaria versión del traductor Josep Maria Jaumà, esta edición bilingüe se abre con la esclarecedora introducción de Adrian Poole, catedrático del Trinity College de Cambridge, quien nos acerca a este gran canto a la juventud, a la pasión, al amor y a los peligros insoslayables del odio.AdquieraROMEO Y JULIETA (EDICION BILINGUE)en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9789569687532-romeo-y-julieta-edicion-bilingue/;237,5
desgracia;narrativa extranjera;literatura narrativa extranjera;5;13000,0;9750,0;0,25;coetzee, j.m.;debolsillo;rustico/bolsillo;0,21;19,0;12,5;1,5;2023,0;272,0;"DESGRACIAUna historia profunda, extraordinaria, que por momentos atenaza el corazón, y siempre, hasta el final, subyugante.A los cincuenta y dos años, David Lurie tiene poco de lo que enorgullecerse. Con dos divorcios a sus espaldas, apaciguar el deseo es su única aspiración; sus clases en la universidad son un mero trámite para el y para los estudiantes. Cuando se destapa su relación con una alumna, David, en un acto de soberbia, preferirá renunciar a su puesto antes que disculparse en público. Rechazado por todos, abandona Ciudad del Cabo y va a visitar la granja de su hija Lucy. Allí, David verá hacerse añicos todas sus creencias en una tarde de violencia implacable.Desgracia, que obtuvo el prestigioso premio Booker, es una historia profunda y extraordinaria que no dejará indiferente al lector.Reseña:”Las novelas luminosas y desconcertantes de J. M. Coetzee revelan que la verdad es siempre extranjera.”Javier MaríasAdquieraDESGRACIAen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.";https://feriachilenadellibro.cl/producto/9788497599443-desgracia/;356,25
la educacion sentimental;clasicos universales;literatura clasicos universales;2;14000,0;10500,0;0,25;flaubert, gustave;penguin clasicos;rustico/bolsillo;0,4;19,0;12,5;1,0;2024,0;552,0;LA EDUCACION SENTIMENTALLa historia de un ambicioso joven de provincias que se enamora de una mujer casada sirvió a Flaubert para crear uno de los hitos estilísticos de la literatura universal, La educación sentimental (1869), quizá su obra maestra, sin duda una de las novelas más perdurables de todos los tiempos. En la cubierta del barco que le lleva de París a su ciudad natal, Frédéric Moreau se quedará prendado de la belleza de la señora Arnoux. Este será el punto de arranque de las tribulaciones de un joven que sueña con alcanzar fama y fortuna y que, de regreso a París, frecuentará al señor Arnoux para estar cerca de su secreto amor. Todo ello tendrá lugar en un escenario esplendoroso, el París de mediados del siglo XIX, la capital de la burguesía emergente, donde la intensidad del placer se mezcla con el inevitable tedio y el resplandor de uno de los periodos cruciales de la historia europea: la revolución de 1848.AdquieraLA EDUCACION SENTIMENTALen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9789569687631-la-educacion-sentimental/;237,5
doce cuentos peregrinos;contemporanea;literatura contemporanea;1;13000,0;9750,0;0,25;garcia marquez, gabriel;debolsillo;rustico/bolsillo;0,4;19,0;12,5;1,0;2024,0;230,0;DOCE CUENTOS PEREGRINOSEn Barcelona, una prostituta que va entrando en la vejez entrena a su perro para llorar ante la tumba que ha escogido para sí misma. En Viena, una mujer se vale de su don de ver el futuro para convertirse en la adivina de una familia rica. En Ginebra, el conductor de una ambulancia y su esposa acogen al abandonado y aparentemente moribundo ex presidente de un país caribeño, solo para descubrir que sus ambiciones políticas siguen intactas. En estos doce relatos magistrales acerca de las vidas de latinoamericanos en Europa, García Márquez transmite la melancolía, tenacidad, pena y ambición que forma la experiencia del emigrante.AdquieraDOCE CUENTOS PEREGRINOSen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9789588886268-doce-cuentos-peregrinos/;237,5
bestiario;contemporanea;literatura contemporanea;6;12000,0;9000,0;0,25;cortazar, julio;debolsillo;rustico/bolsillo;0,4;19,0;12,5;1,0;2024,0;136,0;BESTIARIO«Cuando siento que voy a vomitar un conejito, me pongo dos dedos en la boca como una pinza abierta, y espero a sentir en la garganta la pelusa tibia que sube como una efervescencia de sal de frutas.»Bestiario (1951) es el primer libro de cuentos publicado por Julio Cortázar. No hay en estas ocho obras maestras ni el menor balbuceo ni resacas juveniles: son perfectas. Estos cuentos, que hablan de objetos y hechos cotidianos, pasan a la dimensión de la pesadilla o de la revelación de un modo natural e imperceptible. Sorpresa o incomodidad son, en cada texto, un condimento que se agrega al placer indescriptible de su lectura. “Casa tomada”, “Carta a una señorita en París”, “Lejana”, “Ómnibus”, “Cefalea”,”Circe”, “Las puertas del cielo”, “Bestiario”: después de leer estos verdaderos clásicos del género, nuestra opinión sobre el mundo no puede seguir siendo la misma.“En Cortázar se daban cita el genio literario y la modestia personal, la cultura universal y el coraje local (“las Malvinas son argentinas -solía decir-. Los desaparecidos también”). Lo había leído todo, visto todo, sólo para compartirlo todo.”-Carlos Fuentes.AdquieraBESTIARIOen nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace deOfertasSíguenos en nuestras redes socialesInstagram,FacebookyTwitter.;https://feriachilenadellibro.cl/producto/9789589016220-bestiario/;237,5
