titulo,categoria,macrocategoria,disponibles,precio_original,precio_oferta,autor,editorial,encuadernacion,peso,dimensiones,ano_edicion,paginas,idioma,info_adicional,descripcion,link,fecha_extraccion
EL FRIGORIFICO DE EINSTEIN,Divulgación Científica,Ciencia y Naturaleza,3,$26.500,$18.900,"SEN, PAUL",PAIDOS,Rustico,"0,494 kg",23 × 15 × 1 cm,2023.0,392.0,Español,"['0,494 kg', '23 × 15 × 1 cm', 'SEN, PAUL', 'Rustico', 'PAIDOS', '2023', '392', 'Español']","
EL FRIGORIFICO DE EINSTEIN
El frigor?fico de Einstein es un relato entretenido y revelador del extraordinario equipo de innovadores que descubri? las leyes de la termodin?mica esenciales para comprender el mundo actual, desde la refrigeraci?n y los motores a reacci?n hasta el conteo de calor?as y el calentamiento global. Las leyes de la termodin?mica ?la rama de la f?sica que se ocupa de la energ?a y la entrop?a? rigen el el universo: desde el comportamiento de las c?lulas vivas hasta el agujero negro en el centro de nuestra galaxia, as? como por qu? debemos comer y respirar, c?mo se encienden las luces, los l?mites de la inform?tica y c?mo acabar? el universo. Las brillantes mentes que descifraron sus leyes proced?an de todas las ramas de la ciencia, eran ingenieros, f?sicos, qu?micos, bi?logos, cosm?logos y matem?ticos. Paul Sen nos presenta a todos los protagonistas que contribuyeron al progreso cient?fico a trav?s del tiempo y las naciones. Incre?blemente motivados e idealistas, sus descubrimientos han ayudado a crear el mundo contempor?neo y han transformado todas las ramas de la ciencia, desde la biolog?a hasta la cosmolog?a.
Adquiera EL FRIGORIFICO DE EINSTEIN en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789566195115-el-frigorifico-de-einstein/,2025_09_16
EL FACTOR SUERTE,Autoayuda,Autoayuda,4,$19.500,$13.900,"GUNTHER, MAX",DIANA,Rustico,"0,349 kg","23 × 14,5 × 1 cm",2023.0,272.0,Español,"['0,349 kg', '23 × 14,5 × 1 cm', 'GUNTHER, MAX', 'Rustico', 'DIANA', '2023', '272', 'Español']","
EL FACTOR SUERTE
La buena suerte existe, y la mala tambi?n. En este libro comprenderemos las cinco cualidades que comparte la gente afortunada para convertirnos en una persona con buena suerte. ?Qu? se necesita para tener ?xito? ?Cu?les son los secretos de las personas m?s exitosas? Suponemos que podemos aprender de la gente exitosa porque tienen ciertas caracter?sticas personales ?talento, habilidad, trabajo duro, tenacidad, optimismo, una mentalidad enfocada al crecimiento, inteligencia emocional? que los llevaron a donde est?n hoy. Pero ?es correcta esta suposici?n? ?Es cierto que algunas personas tienen m?s suerte en la vida que otras? Y de ser el caso, ?hay alg?n modo de que te vuelvas una persona m?s afortunada? La respuesta es: s?. Puedes incrementar tu potencial para atraer la buena suerte tomando acci?n y las medidas apropiadas. Muchos piensan que la gente exitosa simplemente nace con suerte. Sin embargo, en El factor suerte, Max Gunther muestra c?mo algunas personas se vuelven m?s afortunadas que otras al ajustar sus vidas a ciertos patrones caracter?sticos. Con la lectura de este libro descubrir?s que descubrir?s tu suerte no es algo tan ind?mito como supones. Dentro de ciertos l?mites, pero de forma perfectamente real, puedes influir sobre ella si aprendes cu?les son las cinco caracter?sticas de las personas afortunadas: la estructura de telara?a, la habilidad para las corazonadas, el fen?meno ?audentes fortuna iuvat?, el efecto ?trinquete? y la paradoja del pesimismo. Al aprovecharlos al m?ximo, ?cualquiera puede mejorar su fortuna!
Adquiera EL FACTOR SUERTE en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789566122319-el-factor-suerte/,2025_09_16
MENSAJERO DE LAS ESTRELLAS,Autoestima,Autoayuda,4,$20.900,$14.900,"DEGRASSE, NEIL",PAIDOS,Rustico,"0,388 kg","23 × 15 × 1,5 cm",2023.0,304.0,Español,"['0,388 kg', '23 × 15 × 1,5 cm', '2023', 'PAIDOS', 'Rustico', '304', 'DEGRASSE, NEIL', 'Español']","
MENSAJERO DE LAS ESTRELLAS

 Un apasionado y a la vez divertido alegato en defensa de la ciencia del astrofísico más conocido de la actualidad. Neil deGrasse Tyson explica su perspectiva cósmica de nuestra civilización en la tierra y arroja nueva luz sobre las fallas cruciales de nuestro tiempo: la guerra, la política, las religiones, la verdad, la belleza, los géneros y la raza. En una época en la que los puntos de vista políticos y culturales están más polarizados que nunca, Tyson ofrece un antídoto muy necesario: una perspectiva cósmica y la racionalidad de la ciencia. Si entendemos cómo la ciencia ofrece explicaciones a los fenómenos del mundo y si reflexionamos sobre lo singular que es la Tierra como planeta, podremos restablecer y recalibrar las prioridades de nuestra vida e implementar los cambios requeridos. Con una prosa cristalina, Mensajero de las estrellas nos pasea por la paleta científica que ve y pinta el mundo de otra manera. Sus ideas abarcan desde la resolución de conflictos globales hasta recordatorios de la grandeza de estar vivo. Tyson revela, con calidez y elocuencia, una variedad de verdades brillantes que se aplican a todos los seres humanos, iluminado por el conocimiento del lugar que ocupamos como civilización en el universo.
Adquiera MENSAJERO DE LAS ESTRELLAS en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789566195061-mensajero-de-las-estrellas/,2025_09_16
VERONIKA DECIDE MORIR,Narrativa Latinoamericana,Literatura,5,$13.900,$9.700,"COELHO, PAULO",BOOKET,Rustico/Bolsillo,"0,242 kg","19 × 12,5 × 1 cm",2023.0,240.0,Español,"['0,242 kg', '19 × 12,5 × 1 cm', 'COELHO, PAULO', 'Rustico/Bolsillo', 'BOOKET', '2023', '240', 'Español']","
VERONIKA DECIDE MORIR
Cada segundo de nuestra existencia optamos entre la alternativa de seguir adelante o de abandonar. Por el autor del bestseller internacional?El Alquimista. Veronika es una joven completamente normal. Es guapa, no le faltan pretendientes y tiene un buen trabajo. Su vida transcurre sin mayores sobresaltos, sin grandes alegr?as ni grandes tristezas. Pero no es feliz. Por eso, una ma?ana de noviembre, Veronika decide acabar con su vida. Basado en hechos reales de la vida del autor,?Veronika decide morir?se cuestiona el significado de la locura y celebra a los individuos que no encajan en los patrones que la sociedad considera normales. Coelho hace un retrato audaz e iluminador de una joven que se encuentra en la encrucijada de la desesperaci?n y la liberaci?n, a la vez que una apreciaci?n po?tica y exuberante de que cada d?a es una nueva oportunidad. ?El riesgo de una aventura vale mil d?as de bienestar y confort.?
Adquiera VERONIKA DECIDE MORIR en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789566165606-veronika-decide-morir/,2025_09_16
PACK LILY DEL PILAR,Autores Chilenos,Literatura,3,$29.700,$20.800,"DEL PILAR, LILY",BOOKET,Pack,"1,065 kg",19 × 15 × 1 cm,2022.0,1264.0,Español,"['1,065 kg', '19 × 15 × 1 cm', 'DEL PILAR, LILY', 'Pack', 'BOOKET', '2022', '1264', 'Español']","
PACK LILY DEL PILAR
Lily del Pilar es la primera autora chilena en publicar un libro de Wattpad donde consigui?m?s de cien mil lecturas digitales. Descubre la saga m?s exitosa de la autora.
Adquiera PACK LILY DEL PILAR en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789566165545-pack-lily-del-pilar/,2025_09_16
ONCE MINUTOS,Novela Contemporánea,Literatura,7,$13.900,$9.700,"COELHO, PAULO",BOOKET,Rustico/Bolsillo,"0,290 kg","19 × 12,5 × 1 cm",2023.0,288.0,Español,"['0,290 kg', '19 × 12,5 × 1 cm', 'COELHO, PAULO', 'Rustico/Bolsillo', 'BOOKET', '2023', '288', 'Español']","
ONCE MINUTOS
“?Los encuentros m?s importantes ya han sido planeados por las almas antes incluso de que los cuerpos se hayan visto.?Maria es de un pueblo situado al norte de Brasil. Todav?a adolescente, viaja a R?o de Janeiro, donde conoce a un empresario que le ofrece un buen trabajo en Ginebra. All?, Maria sue?a con encontrar fama y fortuna, pero acabar? ejerciendo la prostituci?n. El aprendizaje que extraer? de sus duras experiencias modificar? para siempre su actitud ante s? misma y ante la vida. Como un cuento de hadas para adultos, Once minutos es una novela que explora la naturaleza del sexo y del amor, la intensa y dif?cil relaci?n entre cuerpo y alma, y el modo de alcanzar la perfecta uni?n entre ambos. Once minutos ofrece al lector una experiencia inigualable de lectura y reflexi?n.”
Adquiera ONCE MINUTOS en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789566165590-once-minutos/,2025_09_16
LA HISTORIA DEFINITIVA DEL CLUB BILDERBERG,Investigación Periodistica,Ciencias Sociales,7,$12.900,$5.900,"ESTULIN, DANIEL",BOOKET,Rustico/Bolsillo,"0,427 kg","19 × 12,5 × 1 cm",2022.0,496.0,Español,"['0,427 kg', '19 × 12,5 × 1 cm', '496', '2022', 'BOOKET', 'Rustico/Bolsillo', 'ESTULIN, DANIEL', 'Español']","
LA HISTORIA DEFINITIVA DEL CLUB BILDERBERG
La ?lite que dirige el mundo y sus planes para nuestro futuro. Arrastrado a un mundo oculto de intrigas y secretos, Daniel Estulin ha realizado una serie de trascendentes descubrimientos sobre c?mo se gobierna el mundo. El Club Bilderberg celebra desde 1954 una reuni?n anual en la que la ?lite pol?tica occidental y los dirigentes de las m?s grandes empresas se re?nen para discutir el futuro pol?tico y econ?mico de la humanidad.
Adquiera LA HISTORIA DEFINITIVA DEL CLUB BILDERBERG en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9786070789977-la-historia-definitiva-del-club-bilderberg/,2025_09_16
LA HISTORIA DE ZOE N 04/06 (NE),Ciencia Ficción,Literatura,3,$20.900,$14.900,"SCALZI, JOHN",MINOTAURO,Rustico,"0,362 kg","23 × 15 × 22,5 cm",2023.0,320.0,Español,"['0,362 kg', '23 × 15 × 22,5 cm', '320', 'Rustico', '2023', 'MINOTAURO', 'Español', 'SCALZI, JOHN']","
LA HISTORIA DE ZOE N 04/06 (NE)
“
 Sigue la historia m?s grande de la galaxia contada por su protagonista Zo? y escrita por el destacado autor John Scalzi. ?C?mo cuentas tu participaci?n en el relato m?s grande de la historia? Lo pregunto porque es lo que tengo que hacer. Soy Zo? Boutin-Perry: miembro de una colonia aislada en un letal mundo pionero. Sagrado icono de una raza de alien?genas. Jugadora y pe?n en una partida de ajedrez interestelar para salvar a la humanidad, o para verla caer. Testigo de la historia. Amiga. Hija. Humana. Diecisiete a?os. Todos en la Tierra conocen la historia de la que formo parte. Pero no conocen mi propia historia: c?mo hice lo que hice, lo que tuve que hacer, no s?lo para seguir viva, sino para que vosotros tambi?n siguierais con vida. Ahora me dispongo a contarlo, todo, de la ?nica forma que s?: directa y sincera, para que sint?is lo que yo sent?, la alegr?a y la incertidumbre, el p?nico y el asombro, la desesperaci?n y la esperanza. Todo a trav?s de mis ojos. Ya conoc?is esta historia. Pero no la conoc?is toda. 
“
Adquiera LA HISTORIA DE ZOE N 04/06 (NE) en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9788445013311-la-historia-de-zoe-n-04-06-ne/,2025_09_16
EL LEGADO DEL DROW N 02/04 NOCHE SIN ESTRELLAS,Narrativa Fantástica,Literatura,1,$19.900,$13.900,"SALVATORE, R.A.",MINOTAURO,Rustico,"0,480 kg","22,5 × 14 × 3 cm",2023.0,464.0,Español,"['0,480 kg', '22,5 × 14 × 3 cm', 'Rustico', '464', '2023', 'MINOTAURO', 'SALVATORE, R.A.', 'Español']","
EL LEGADO DEL DROW N 02/04 NOCHE SIN ESTRELLAS
“
 Una novela de Drizzt DoUrden. Ninguna raza en todos los Reinos entiende mejor la palabra ?venganza?. Venganza es su postre diario en la mesa, el dulce que saborean en sus sonrientes labios como si fuera el mayor y m?s delicioso placer. Y con este ansia vinieron los drows por m?. 
“
Adquiera EL LEGADO DEL DROW N 02/04 NOCHE SIN ESTRELLAS en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9788445011133-el-legado-del-drow-n-02-04-noche-sin-estrellas/,2025_09_16
EL LEGADO LA LEYENDA DE DRIZZT : EL LEGADO DEL DROW N 01/04,Narrativa Fantástica,Literatura,3,$19.900,$13.900,"SALVATORE, R.A.",MINOTAURO,Rustico,"0,402 kg","22,5 × 14 × 3 cm",2023.0,384.0,Español,"['0,402 kg', '22,5 × 14 × 3 cm', '384', '2023', 'MINOTAURO', 'Rustico', 'SALVATORE, R.A.', 'Español']","
EL LEGADO LA LEYENDA DE DRIZZT : EL LEGADO DEL DROW N 01/04


«A través de mis amigos, de la gente honorable que he conocido, sé que no soy el héroe solitario de causas perdidas. Sé que, cuando muera, aquello que es importante seguirá vivo. Éste es mi legado; por la gracia de los dioses, no estoy solo.» —Drizzt Do’Urden .
Minotauro reedita las novelas de Reinos Olvidados, el universo de ficción que constituye el escenario del popular juego de rol Dungeons & Dragons.

Adquiera EL LEGADO LA LEYENDA DE DRIZZT : EL LEGADO DEL DROW N 01/04 en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9788445011034-el-legado-la-leyenda-de-drizzt-el-legado-del-drow-n-01-04/,2025_09_16
CALMA EMOCIONAL,Autoayuda,Autoayuda,5,$12.000,$9.000,"ATAMATEAS, BERNARDO",B DE BOLSILLO,Rustico/Bolsillo,"0,170 kg",19 × 12 × 1 cm,2022.0,216.0,Español,"['0,170 kg', '19 × 12 × 1 cm', 'ATAMATEAS, BERNARDO', 'Rustico/Bolsillo', 'B DE BOLSILLO', '2022', '216', 'Español']","
CALMA EMOCIONAL


Hoy en día la ansiedad, la preocupación, el miedo parecen haberse convertido en una epidemia que produce daños tanto a nivel psicológico como físico. En este libro, Bernardo Stamateas nos describe los motivos que con frecuencia causan estados de temor y angustia en muchas personas. Entre otros: Vivo preocupado / Siento que no puedo / Me separé, tengo miedo al futuro / Estoy cansado, agotado y desgastado / Tengo miedo a enfermarme / Me preocupa no ser aceptado / Tengo miedo a hacer un cambio a esta altura de mi vida.
Aunque todo a nuestro alrededor se vea oscuro, siempre podemos creer y declarar: «Este es mi momento». Porque las oportunidades no las determina un gobierno, ni una situación económica, ni la posición social ni ninguna otra cosa. Las oportunidades están a nuestra disposición siempre, así tenemos que creerlo y estar atentos para capturarlas.

Adquiera CALMA EMOCIONAL en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789876278560-calma-emocional/,2025_09_16
TRILOGIA DEL PUENTE N 03/03 TODAS LAS FIESTAS DE MAÑANA,Ciencia Ficción,Literatura,5,$18.500,$12.900,"GIBSON, WILLIAM",MINOTAURO,Rustico,"0,440 kg",20 × 13 × 2 cm,2023.0,408.0,Español,"['0,440 kg', '20 × 13 × 2 cm', 'GIBSON, WILLIAM', '408', '2023', 'MINOTAURO', 'Rustico', 'Español']","
TRILOGIA DEL PUENTE N 03/03 TODAS LAS FIESTAS DE MAÑANA
“
 Colin Laney, la persona m?s sensible del mundo a los patrones de informaci?n, vive en la actualidad en una caja de cart?n en Tokio. Mientras el cuerpo le tiembla a causa de sue?os febriles, su mente viaja libre como siempre, y sabe que algo est? a punto de ocurrir. No en Tokio, y no ser? algo que ?l llegue a ver. Algo est? a punto de ocurrir en San Francisco. La neblina hace que sea m?s f?cil ocultarlo, si eso es lo que se quiere, y la realidad de aquel lugar parece tambalearse incluso en sus mejores momentos. Un hombre misterioso avanza con elegancia a trav?s de esa neblina y deja cad?veres a su paso, tantos que una acumulaci?n de ausencias hace que Laney sienta su presencia. Un chico llamado Silencio no habla, pero s? que revisa a toda velocidad p?ginas web de informaci?n cibern?tica en busca de un objeto con el que se ha obsesionado. Y Rei Toei, la idoru japonesa, contin?a su an?lisis de todo lo humano. Ella no es humana, al menos no a la manera tradicional, pero intenta conseguirlo. Y, en la neblina de San Francisco, en aquel momento tan extra?o de la historia, qui?n puede afirmar lo que es posible y lo que no? 
“
Adquiera TRILOGIA DEL PUENTE N 03/03 TODAS LAS FIESTAS DE MAÑANA en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9788445009499-trilogia-del-puente-n-03-03-todas-las-fiestas-de-manana/,2025_09_16
